Carrier,Carrier_Clustered,carrier_size
2DODO CARGO INC,2DODO CARGO INC,micro
"8DYKES, ISAAC TRUCKING","8DYKES, ISAAC TRUCKING",small
INTERNATIONAL EXPRESS LINE,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERNATIONAL BRIDGE,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERNATIONAL SEAVAN SYSTEMS,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
A & A INTERNATIONAL FREIGHT FORWARDERS,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERNATIONAL CONSOLIDATOR PHILIPPINES INC,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERUNITY MANAGEMENT CORPORATION SA,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERNATIONAL PACIFIC HALIBUT COMMISSION,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERNATIONAL LOGISTICS,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERNATIONAL TOUCH CONSOLIDATOR INC,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
INTERNATIONAL FREIGHT LOGISTICS (USA) INC,A & A INTERNATIONAL FREIGHT FORWARDERS,medium
A & D TRANSPORT INC,A & D TRANSPORT INC,small
A & E CARGO LLC,A & E CARGO LLC,small
A M N BULK CARRIERS INC,A M N BULK CARRIERS INC,medium
A S A MANAGEMENT CORP,A S A MANAGEMENT CORP,small
ACS LINES,A S C LINES,large
A S C LINES,A S C LINES,large
A TWO Z (A2Z) LOGISTICS INDIA PVT LTD,A TWO S (A2S) LOGISTICS CO LTD,medium
A TWO S (A2S) LOGISTICS CO LTD,A TWO S (A2S) LOGISTICS CO LTD,medium
A-GAME EXPRESS LLC,A-GAME EXPRESS LLC,micro
AA CONNECTION LLC,AA CONNECTION LLC,small
AA FREIGHT INC,AA FREIGHT INC,small
AAPO LOGISTICS INC,AAPO LOGISTICS INC,micro
AB MARITIME INC,AB MARITIME INC,medium
ABAN ABRAHAM PTE LTD,ABAN ABRAHAM PTE LTD,micro
ABC DEPOT LOGISTICS,ABC DEPOT INC,small
ABC DEPOT INC,ABC DEPOT INC,small
ABC MARITIME AG,ABC MARITIME AG,medium
ABF GLOBAL SUPPLY CHAIN SERVICES,ABF GLOBAL SUPPLY CHAIN SERVICES,medium
ABIS SHIPPING,ABIS SHIPPING,small
AC CONTAINER LINE GMBH,AC CONTAINER LINE GMBH,medium
ACC SHIPPING LTD,ACC SHIPPING LTD,small
ACCELERATORS WORLDWIDE SYSTEMS LLC,ACCELERATORS WORLDWIDE SYSTEMS LLC,micro
ACCUFREIGHT GROUP,ACCUFREIGHT GROUP,small
ACE LOGISTICS CO LTD,ACE LOGISTICS CO LTD,medium
ACE OCEAN EXPRESS CO LTD,ACE OCEAN EXPRESS CO LTD,small
ACE QUANTUM CHEMICAL TANKERS CV,ACE QUANTUM CHEMICAL TANKERS CV,large
ACE SHIPPING A/S,ACE SHIPPING A/S,large
ACL MARINE LTD,ACL MARINE LTD,medium
ACME FREIGHT SERVICES CORP,ACME FREIGHT SERVICES CORP,medium
ACROSS THE OCEAN SHIPPING PTY LTD,ACROSS THE OCEAN SHIPPING PTY LTD,micro
ACS USA LLC,ACS USA LLC,small
ACT MARITIME CO LTD,ACT MARITIME CO LTD,medium
ACU TRANSPORT CO LTD,ACU TRANSPORT CO LTD,large
ADM INTERNATIONAL SARL,ADM INTERNATIONAL SARL,medium
ADM SHIPPING COMPANY,ADM SHIPPING COMPANY,large
ADP LOGISTICS INC,ADP LOGISTICS INC,micro
ADP SHIPPING LIMITED,ADP SHIPPING LIMITED,small
ADVANCED INTERNATIONAL FREIGHT INC,ADVANCED INTERNATIONAL FREIGHT INC,micro
ADVANCED LOGISTICS INC,ADVANCED LOGISTICS INC,small
AE EAGLE AMERICA INC,AE EAGLE AMERICA INC,small
AE EAGLE CARGO LIMITED,AE EAGLE CARGO LIMITED,micro
EAGLE LOGISTIC SERVICE INC,AE EAGLE LOGISTICS INC,small
AE EAGLE LOGISTICS INC,AE EAGLE LOGISTICS INC,small
EAGLE LOGISTICS CO LTD,AE EAGLE LOGISTICS INC,small
AEL BERKMAN FORWARDING (HK) LIMITED,AEL BERKMAN FORWARDING (HK) LIMITED,medium
AERO LOGISTICS LTD,AERO LOGISTICS LTD,small
AEROMAR LOGISTICS INDIA PVT LTD,AEROMAR LOGISTICS INDIA PVT LTD,small
AEROSHIPPING LOGISTICS (SHANGHAI) CO LTD,AEROSHIPPING LOGISTICS (SHANGHAI) CO LTD,micro
AET INC LTD,AET INC LTD,large
AETNA FORWARDING INC,AETNA FORWARDING INC,micro
AFCO SHIPPING LINE LLC,AFCO SHIPPING LINE LLC,medium
AFCO SHIPPING LLC,AFCO SHIPPING LINE LLC,medium
AFE INTERNATIONAL GROUP INC,AFE INTERNATIONAL GROUP INC,medium
AGENCIA MARITIMA MARTIN S R L,AGENCIA MARITIMA MARTIN S R L,large
AGI LOGISTICS CORP,AGI LOGISTICS CORP,micro
AGRICULTURE & ENERGY CARRIERS LTD,AGRICULTURE & ENERGY CARRIERS LTD,large
AGRICULTURE INVESTMENT EXPORT INC,AGRICULTURE INVESTMENT EXPORT INC,large
AGRIEX SHIPPING LIMITED,AGRIEX SHIPPING LIMITED,medium
AGS EURASIA LINE,AGS EURASIA LINE,small
AIMPACIFIC SERVICES INC,AIMPACIFIC SERVICES INC,micro
AIR & GROUND WORLD TRANSPORT,AIR & GROUND WORLD TRANSPORT,medium
AIR AND CARGO SERVICE INC,AIR AND CARGO SERVICE INC,micro
AIR SEA TRANSPORT INC,AIR SEA TRANSPORT INC,large
AIR SEA WORLDWIDE LOGISTICS LTD,AIR SEA WORLDWIDE LOGISTICS LTD,medium
AIR SEVEN (7) SEAS TRANSPORT LOGISTICS INC,AIR SEVEN (7) SEAS TRANSPORT LOGISTICS INC,small
AIR TIGER EXPRESS (ASIA) INC,AIR TIGER EXPRESS (ASIA) INC,large
AIR-CITY INC,AIR-CITY INC,medium
AIR-CITY XIAMEN FREIGHT INTL CO LTD,AIR-CITY XIAMEN FREIGHT INTL CO LTD,micro
AIRBUS SAS,AIRBUS SAS,micro
AIRLIFT (U S A) INC,AIRLIFT (U S A) INC,large
AIRTRUK/SEATRUK INC,AIRTRUK/SEATRUK INC,small
AIT CORPORATION,AIT CORPORATION,medium
AIT OCEAN SYSTEMS INC,AIT OCEAN SYSTEMS INC,small
AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,medium
ALASKA MARINE LINES,ALASKA MARINE LINES,medium
ALASKA REEFER MANAGEMENT,ALASKA REEFER MANAGEMENT,medium
ALBATRANS SPA,ALBATRANS SPA,huge
ALBERTA SHIPMANAGEMENT LTD,ALBERTA SHIPMANAGEMENT LTD,medium
ALBESTER SYSTEM CO LTD,ALBESTER SYSTEM CO LTD,small
ALBINI & PITIGLIANI SPA,ALBINI & PITIGLIANI SPA,medium
ALBION GOLF CARS,ALBION GOLF CARS,micro
ALCAN TRADING LTD,ALCAN TRADING LTD,medium
ALCATEL SUBMARINE NETWORKS (ASN) MARINE SAS,ALCATEL SUBMARINE NETWORKS (ASN) MARINE SAS,small
ALCON EXPRESS CORP,ALCON EXPRESS CORP,micro
ALCYON SHIPPING CO LTD,ALCYON SHIPPING CO LTD,small
ALEXANDER & BLAKE LTD,ALEXANDER & BLAKE LTD,small
ALFA SHIPPING S A,ALFA SHIPPING S A,small
ALGOMA CENTRAL CORPORATION,ALGOMA CENTRAL CORPORATION,huge
ALGOMA TANKERS,ALGOMA TANKERS,medium
ALIANCA NAVEGACAO & LOGISTICA LTDA,ALIANCA NAVEGACAO & LOGISTICA LTDA,large
ALISPED USA INC,ALISPED USA INC,medium
ALISTA MARITIME INC,ALISTA MARITIME INC,micro
ALL AMERICAN FORWARDING INC,ALL AMERICAN FORWARDING INC,small
ALL CARTAGE EXPRESS LLC,ALL CARTAGE EXPRESS LLC,micro
ALL FREIGHT (XIAMEN) LIMITED,ALL FREIGHT (XIAMEN) LIMITED,micro
ALL WORLD SHIPPING CORP,ALL WORLD SHIPPING CORP,large
ALL-WAYS FORWARDING INTERNATIONAL INC,ALL-WAYS FORWARDING INTERNATIONAL INC,large
ALLCARGO LOGISTICS LIMITED,ALLCARGO LOGISTICS LIMITED,medium
ALLGREEN (INTERNATIONAL) CORP,ALLGREEN (INTERNATIONAL) CORP,medium
ALLIANCE INTERNATIONAL,ALLIANCE INTERNATIONAL,large
ALLIANCE INTERNATIONAL LOGISTICS,ALLIANCE INTERNATIONAL,large
ALLIANCE SHIPPING LONDON,ALLIANCE SHIPPING LONDON,micro
ALLIED TRANSPORT SYSTEM (USA) INC,ALLIED TRANSPORT SYSTEM (USA) INC,medium
ALLSTATE INTL FREIGHT USA INC DBA A I F COMPANY,ALLSTATE INTL FREIGHT USA INC DBA A I F COMPANY,micro
ALLTRANS LINES PTE LTD,ALLTRANS LINES PTE LTD,micro
ALPHA SEA AND AIR PVT LTD,ALPHA SEA AND AIR PVT LTD,small
ALPHA TRANSPORTATION INTERNATIONAL(SHENZHEN) LTD,ALPHA TRANSPORTATION INTERNATIONAL(SHENZHEN) LTD,small
ALPI AIR & SEA,ALPI AIR & SEA,medium
ALPI AIR AND SEA  A/S,ALPI AIR AND SEA  A/S,medium
ALPS LOGISTICS CO LTD,ALPS LOGISTICS (KOREA) CO LTD,small
ALPS LOGISTICS (KOREA) CO LTD,ALPS LOGISTICS (KOREA) CO LTD,small
ALTERNA CAPITAL PARTNERS LLC,ALTERNA CAPITAL PARTNERS LLC,medium
ALTEX CHARTERED INC,ALTEX CHARTERED INC,large
ALTO CONTAINER LINE INC,ALTO CONTAINER LINE INC,micro
AM WORLD LOGISTICS INC,AM WORLD LOGISTICS INC,micro
AMADA SHIPPING INC,AMADA SHIPPING INC,medium
AMARINE SHIPPING CO LTD,AMARINE SHIPPING CO LTD,medium
AMASS INTERNATIONAL GROUP INC,AMASS INTERNATIONAL GROUP INC,medium
AMAX GLOBAL LOGISTICS,AMAX GLOBAL LOGISTICS,small
AMAZON CHINA AMAZON.CN AMAZON GLOBAL LOGISTICS CHINA,AMAZON CHINA AMAZON.CN AMAZON GLOBAL LOGISTICS CHINA,large
AMAZON MARITIME INC,AMAZON MARITIME INC,micro
AMBASSADOR SERVICES INC,AMBASSADOR SERVICES INC,micro
AMC TRANSPORTATION INC,AMC TRANSPORTATION INC,small
AMC USA INC,AMC USA INC,large
AMCAR FREIGHT INC,AMCAR FREIGHT INC,micro
AMCO CARGO SYSTEMS LIMITED,AMCO CARGO SYSTEMS LIMITED,small
AMERASIA SHIPPING LINE,AMERASIA SHIPPING LINE,medium
AMERASIA SHIPPING LOGISTICS U S,AMERASIA SHIPPING LINE,medium
AMERICA PACIFIC CONTAINER LINE INC,AMERICA PACIFIC CONTAINER LINE INC,small
AMERICAN OCEAN LINE INC,AMERICAN  OCEAN  LINE INC,medium
AMERICAN  OCEAN  LINE INC,AMERICAN  OCEAN  LINE INC,medium
AMERICAN CONTAINER LINES,AMERICAN CONTAINER LINES,medium
AMERICAN FREIGHT LOGISTICS INC,AMERICAN FREIGHT LOGISTICS INC,small
AMERICAN INTERNATIONAL CARGO SERVICE INC,AMERICAN INTERNATIONAL CARGO SERVICE INC,medium
AMERICAN INTERNATIONAL INC,AMERICAN INTERNATIONAL CARGO SERVICE INC,medium
AMERICAN NEW LOGISTICS SERVICE CO LTD,AMERICAN NEW LOGISTICS SERVICE CO LTD,small
AMERICAN OCEAN MARINETIME INC,AMERICAN OCEAN MARINETIME INC,medium
AMERICAN PACIFIC CARGO INC,AMERICAN PACIFIC CARGO INC,medium
AMERICAN PATRIOT LINES,AMERICAN PATRIOT LINES,small
"AMERICAN PONTOON CO LLC, THE","AMERICAN PONTOON CO LLC, THE",micro
AMERICAN PRESIDENT LINES LLC,AMERICAN PRESIDENT LINES LLC,medium
AMERICAN ROLL-ON ROLL-OFF CARRIER LLC,AMERICAN ROLL-ON ROLL-OFF CARRIER LLC,large
AMERICAN STEAMSHIP COMPANY,AMERICAN STEAMSHIP COMPANY,medium
AMERICAN TUGS INCORPORATED,AMERICAN TUGS INCORPORATED,small
AMERICANA EXPRESS (SHANDONG) CO LTD,AMERICANA EXPRESS (SHANDONG) CO LTD,medium
AMI INDIA LOGISTICS PRIVATE LIMITED,AMI INDIA LOGISTICS PRIVATE LIMITED,small
AMISOS MARITIME LTD,AMISOS MARITIME LTD,medium
AMIX MARINE SERVICES LTD,AMIX MARINE SERVICES LTD,medium
AMOY INTERNATIONAL LLC,AMOY INTERNATIONAL LLC,medium
ANA LINK LTD,ANA LINK LTD,small
ANC-USA BRANCH LLC,ANC-USA BRANCH LLC,micro
ANCHOR GLOBAL (USA) INC,ANCHOR GLOBAL (USA) INC,micro
ANCOR SHIPPING B V,ANCOR SHIPPING B V,small
ANDES LOGISTICS USA LLC,ANDES LOGISTICS USA LLC,small
ANDRIE INC,ANDRIE INC,medium
ANGELES TRANSPORTATION SERVICES INC,ANGELES TRANSPORTATION SERVICES INC,micro
ANKER INTERNATIONAL LLC,ANKER INTERNATIONAL LLC,small
ANL SINGAPORE PTE LTD,ANL SINGAPORE PTE LTD,huge
ANTILLEAN MARINE SHIPPING CORP,ANTILLEAN MARINE SHIPPING CORP,large
AO CONTAINER LINES INC,AO CONTAINER LINES INC,medium
AP SHIPPING INC,AP SHIPPING INC,small
APEX CARGO SERVICE CO LTD,APEX CARGO SERVICE CO LTD,small
APEX LOGISTICS INTERNATIONAL INC,APEX LOGISTICS INTERNATIONAL INC,medium
APEX SHIPPING CO,APEX SHIPPING CO,huge
APL CO PTE LTD-NOL GROUP,APL CO PTE LTD-NOL GROUP,huge
APL LOGISTICS,APL LOGISTICS,large
APPLE RIVER FISHING LTD,APPLE RIVER FISHING LTD,micro
APRILE USA INC,APRILE USA INC,large
APS LOGISTICS INTERNATIONAL (PVT) LTD,APS LOGISTICS INTERNATIONAL (PVT) LTD,small
AQUAVITA INTERNATIONAL SA,AQUAVITA INTERNATIONAL SA,large
ARALIA SHIPPING LTD,ARALIA SHIPPING LTD,micro
ARC AIR LOGISTICS INC,ARC AIR LOGISTICS INC,small
ARC BEST INTERNATIONAL INC,ARC BEST INTERNATIONAL INC,large
ARCHERS CARGO EXPRESS PRIVATE LIMITED,ARCHERS CARGO EXPRESS INC,micro
ARCHERS CARGO EXPRESS INC,ARCHERS CARGO EXPRESS INC,micro
ARCHITECTURAL METALCRAFT INDUSTRIES LTD,ARCHITECTURAL METALCRAFT INDUSTRIES LTD,medium
ARCTIC LNG 4 LTD,ARCTIC LNG 4 LTD,micro
ARDMORE SHIPPING (BERMUDA) LIMITED,ARDMORE SHIPPING (BERMUDA) LIMITED,large
ARFA MANAGEMENT SIA,ARFA MANAGEMENT SIA,micro
ARGOS GROUP INC,ARGOS GROUP INC,small
ARIES GLOBAL LOGISTICS INC,ARIES GLOBAL LOGISTICS INC,medium
ARIMAR INTERNATIONAL SPA,ARIMAR INTERNATIONAL SPA,small
ARISTON NAVIGATION CORPORATION,ARISTON NAVIGATION CORPORATION,medium
ARNICA MARITIME LTD,ARNICA MARITIME LTD,medium
ARRIVAL LOGISTICS INC,ARRIVAL LOGISTICS INC,medium
ASAN MERCHANT MARINE CO LTD,ASAN MERCHANT MARINE CO LTD,huge
ASAP AUTO TRANSPORT,ASAP AUTO TRANSPORT,large
ASCEND EXPRESS AKA TRUBLUE GLOBAL INC,ASCEND EXPRESS AKA TRUBLUE GLOBAL INC,micro
ASE AIR SEA EXPRESS LTD,ASE AIR SEA EXPRESS LTD,small
ASF GLOBAL LLC,ASF GLOBAL LLC,large
ASF INC,ASF INC,small
ASHLEY CHARTERING LIMITED,ASHLEY CHARTERING LIMITED,medium
ASHTON MARINE LLC,ASHTON MARINE LLC,small
ASIA MARITIME PACIFIC (SHANGHAI) LIMITED,ASIA MARITIME PACIFIC (SHANGHAI) LIMITED,large
ASIA MARITIME PACIFIC (SINGAPORE) PTE LTD,ASIA MARITIME PACIFIC (SHANGHAI) LIMITED,large
ASIA MASTER LOGISTICS LIMITED,ASIA MASTER LOGISTICS LIMITED,micro
ASIA PACIFIC EXPRESS CO LTD,ASIA PACIFIC EXPRESS CO LTD,small
ASIA PACIFIC LOGISTICS CO LTD,ASIA PACIFIC LOGISTICS CO LTD,small
ASIA SHIPPING INTERNATIONAL TRANSPORT (SZ) LIMITED,ASIA SHIPPING INTERNATIONAL TRANSPORT (SZ) LIMITED,micro
ASIA SHIPPING USA INC,ASIA SHIPPING USA INC,small
ASIAN LINK LOGISTICS LLC,ASIAN LINK LOGISTICS LLC,small
ASIK INTERNATIONAL INC,ASIK INTERNATIONAL INC,micro
ASL LOGISTICS INC,ASL LOGISTICS INC,medium
ASPEN MARITIME INVESTMENT INC,ASPEN MARITIME CORP,small
ASPEN MARITIME CORP,ASPEN MARITIME CORP,small
ASPHALTOS TRADE S A,ASPHALTOS TRADE S A,small
ASSOCIATED CONTAINER LINE PVT LTD,ASSOCIATED CONTAINER LINE PVT LTD,micro
ASSOCIATED TRANSPORT LINE LLC,ASSOCIATED TRANSPORT LINE LLC,micro
ASSTRA NY,ASSTRA NY,micro
ASTRACON,ASTRACON,medium
AT CONTAINER LINE LIMITED,AT CONTAINER LINE LIMITED,medium
ATA FREIGHT LINE LTD,ATA FREIGHT LINE LTD,large
ATA TRANSPORT INTERNATIONAL LIMITED,ATA TRANSPORT INTERNATIONAL LIMITED,small
ATALMAR LIMITED,ATALMAR LIMITED,medium
ATC LOGISTICS INC,ATC LOGISTICS INC,medium
ATE LOGISTIC CO LTD,ATE LOGISTIC CO LTD,medium
ATLANSHIP S A,ATLANSHIP S A,huge
ATLANTIC (HELLAS) MARITIME COMPANY,ATLANTIC (HELLAS) MARITIME COMPANY,large
ATLANTIC BULK CARRIERS MANAGEMENT LTD,ATLANTIC BULK CARRIERS MANAGEMENT LTD,large
ATLANTIC COAL AND BULK LIMITED,ATLANTIC COAL AND BULK LIMITED,medium
ATLANTIC CONTAINER LINE AB,ATLANTIC CONTAINER LINE AB,huge
ATLANTIC METHANOL PRODUCTION COMPANY,ATLANTIC METHANOL PRODUCTION COMPANY,medium
ATLANTIC PACIFIC LINES,ATLANTIC PACIFIC LINES,micro
ATLANTIC RO-RO CARRIERS INC,ATLANTIC RO-RO CARRIERS INC,large
ATLANTIC SHIPPING COMPANY INC,ATLANTIC SHIPPING COMPANY INC,micro
ATLANTIK DENIZCILIK TICADET VE SANAYI A S,ATLANTIK DENIZCILIK TICADET VE SANAYI A S,medium
ATLAS GLOBAL SHIPPING LINE LTD,ATLAS GLOBAL SHIPPING LINE LTD,small
ATLAS LINE,ATLAS LINE,medium
ATM CARRIERS LLC,ATM CARRIERS LLC,medium
ATX INTERNATIONAL SRL,ATX INTERNATIONAL SRL,medium
AUG BOLTEN WM MILLERS NACHFOLGER (GMBH & CO) KG,AUG BOLTEN WM MILLERS NACHFOLGER (GMBH & CO) KG,medium
AURORA TANKERS INTERNATIONAL LIMITED,AURORA TANKERS INTERNATIONAL LIMITED,large
AUSCA SHIPPING LIMITED,AUSCA SHIPPING LIMITED,medium
AUSTRAL ASIA LINE PTE LTD,AUSTRAL ASIA LINE PTE LTD,large
AUSTROMAR LOGISTICS USA LLC,AUSTROMAR LOGISTICS USA LLC,medium
AUSTROMAR OBCHODNI A DOPRAVNI SPOL S R O,AUSTROMAR OBCHODNI A DOPRAVNI SPOL S R O,small
AVANTI TRANSPORT SERVICES INCORPORATED,AVANTI TRANSPORT SERVICES INCORPORATED,medium
AVENUE INTERNATIONAL,AVENUE INTERNATIONAL,micro
AVIATION JEWELRY LTD,AVIATION JEWELRY LTD,small
AX SUPPLY CHAIN MANAGEMENT CORP LTD,AX SUPPLY CHAIN MANAGEMENT CORP LTD,small
AYDER TANKERS,AYDER TANKERS,small
AZ EXPRESS FREIGHT INC,AZ EXPRESS FREIGHT INC,small
B & B CARRIERS INC,B & B CARRIERS INC,small
B & P EXPRESS TRANPORT LLC,B & P EXPRESS TRANPORT LLC,medium
B TWO B (B2B) GLOBAL LOGISTICS INC,B TWO B (B2B) GLOBAL LOGISTICS INC,small
B V LOGISTICS INC,B V LOGISTICS INC,small
BA-SHI YUEXIN LOGISTICS DEVELOPMENT CO LTD,BA-SHI YUEXIN LOGISTICS DEVELOPMENT CO LTD,medium
BAHAMAS FERRIES LTD,BAHAMAS FERRIES LTD,small
BALAJI SHIPPING UK LTD,BALAJI SHIPPING UK LTD,medium
"BALGUERIE, ALFRED S A-TRANSO","BALGUERIE, ALFRED S A-TRANSO",large
BALHAI LOGISTICS CO LTD,BALHAI LOGISTICS CO LTD,micro
BALTIC REEFERS GROUP LTD,BALTIC REEFERS GROUP LTD,large
BALTNAV A/S,BALTNAV A/S,large
BALTRANS OCEAN INC,BALTRANS OCEAN INC,small
BANACOL MARKETING CORPORATION,BANACOL MARKETING CORPORATION,large
BARKLAYS LOGISTICS CO LTD,BARKLAYS LOGISTICS CO LTD,medium
BARSAN GLOBAL LOGISTICS INC,BARSAN GLOBAL LOGISTICS INC,large
BARTHCO INTERNATIONAL INC (OHL INTERNATIONAL),BARTHCO INTERNATIONAL INC (OHL INTERNATIONAL),medium
BARTHCO TRANSPORTATION SERVICES INC,BARTHCO TRANSPORTATION SERVICES INC,small
BASIC TOWING INC,BASIC TOWING INC,small
BAYFIELD SHIPPING S A PANAMA,BAYFIELD SHIPPING S A PANAMA,small
BBC CHARTERING & LOGISTIC GMBH & CO KG,BBC CHARTERING & LOGISTIC GMBH & CO KG,huge
BBC FREIGHT LINE INC,BBC FREIGHT LINE INC,medium
BDP TRANSPORT LLC,BDP TRANSPORT LLC,large
"BDP TRANSPORT, INC",BDP TRANSPORT LLC,large
BEAVER VALLEY LOGISTICS LLC,BEAVER VALLEY LOGISTICS LLC,medium
BEE LOGISTICS CORPORATION,BEE LOGISTICS CORPORATION,small
BEELINE LOGISTICS CO LTD,BEELINE LOGISTICS CO LTD,small
BEL INTERNATIONAL LOGISTICS LTD,BEL INTERNATIONAL LOGISTICS LTD,small
BELUGA CHARTERING GMBH,BELUGA CHARTERING GMBH,large
BENISON TRANSPORT INC,BENISON TRANSPORT INC,medium
BENKEL INTERNATIONAL PTE LTD,BENKEL INTERNATIONAL PTE LTD,micro
BERGE BULK MARITIME PTE LTD,BERGE BULK MARITIME PTE LTD,medium
BERGSHAV MANAGEMENT A S,BERGSHAV MANAGEMENT A S,medium
BERMUDA CONTAINER LINE LTD,BERMUDA CONTAINER LINE LTD,large
BERMUDA INTERNATIONAL SHIPPING LTD,BERMUDA INTERNATIONAL SHIPPING LTD,small
BERNUTH AGENCIES INC,BERNUTH AGENCIES INC,medium
"BERTLING, F H REEDEREI GMBH","BERTLING, F H REEDEREI GMBH",medium
"BESLER, E & CO","BESLER, E & CO",small
BEST LOGISTICS SOLUTIONS CO LTD,BEST LOGISTICS SOLUTIONS CO LTD,micro
BEST SERVICES INTERNATIONAL FREIGHT LTD,BEST SERVICES INTERNATIONAL FREIGHT LTD,medium
BESTRO LOGIX CO LTD,BESTRO LOGIX CO LTD,small
BESTWAY LOGISTICS INC,BESTWAY LOGISTICS INC,small
BEYOND SHIPPING COMPANY,BEYOND SHIPPING COMPANY,small
BG LOGISTICS,BG LOGISTICS,micro
BG SHIPPING CO LIMITED,BG SHIPPING CO LIMITED,large
BHP BILLITON MARKETING INC,BHP BILLITON MARKETING INC,small
BIGLIFT SHIPPING BV,BIGLIFT SHIPPING BV,large
BILKA DENIZCILIK SAN TIC AS,BILKA DENIZCILIK SAN TIC AS,small
BIMINI SHIPPING LLC,BIMINI SHIPPING LLC,small
BINEX LINE CORPORATION,BINEX LINE CORPORATION,large
BLACK FUNNEL SHIPPING LTD,BLACK FUNNEL SHIPPING LTD,medium
BLETSCH STEAMSHIP COMPANY,BLETSCH STEAMSHIP COMPANY,medium
BLOMERIN MARINE MANAGEMENT GROUP LTD,BLOMERIN MARINE MANAGEMENT GROUP LTD,medium
BLUE ANCHOR AMERICA LINE (BLUE ANCHOR LINE),BLUE ANCHOR AMERICA LINE (BLUE ANCHOR LINE),huge
BLUE CARGO GROUP LLC (BLU LOGISTICS),BLUE CARGO GROUP LLC (BLU LOGISTICS),large
BLUE EAGLE CONSOLIDATION GMBH,BLUE EAGLE CONSOLIDATION GMBH,huge
BLUE LOTUS OCEAN LINE LIMITED,BLUE LOTUS OCEAN LINE LIMITED,medium
BLUE MOON LOGISTICS,BLUE MOON LOGISTICS,medium
BLUE WATER MARITIME LLC,BLUE WATER MARITIME INC,medium
BLUE WATER MARITIME INC,BLUE WATER MARITIME INC,medium
BLUE WATER SHIPPING US INC,BLUE WATER SHIPPING CO,large
BLUE WATER SHIPPING CO,BLUE WATER SHIPPING CO,large
BLUE WORLD LINE,BLUE WORLD LINE,large
"BLUMENTHAL, JOHANN M K GMBH & CO KG","BLUMENTHAL, JOHANN M K GMBH & CO KG",medium
BNSF LOGISTICS OCEAN LINE INC,BNSF LOGISTICS INTERNATIONAL INC,small
BNSF LOGISTICS INTERNATIONAL INC,BNSF LOGISTICS INTERNATIONAL INC,small
BNX SHIPPING INC,BNX SHIPPING INC,medium
BOA OFFSHORE AS,BOA OFFSHORE AS,micro
BOCIMAR INTERNATIONAL NV,BOCIMAR INTERNATIONAL NV,medium
BOCONTI HONG KONG LTD,BOCONTI HONG KONG LTD,small
BOCONTI SHIPPING NV,BOCONTI SHIPPING NV,medium
BOKE TRADING INC,BOKE TRADING INC,micro
BON VOYAGE LOGISTICS INC,BON VOYAGE LOGISTICS INC,medium
BONA LOGISTICS US INC,BONA LOGISTICS US INC,small
BONDEX LOGISTICS CO LTD,BONDEX LOGISTICS CO LTD,large
BONJA SHIPPING CO LTD,BONJA SHIPPING CO LTD,medium
BOOKING UNION (CHN) CO LTD,BOOKING UNION (CHN) CO LTD,micro
BOOMSMA SHIPPING B V,BOOMSMA SHIPPING B V,small
BOREALIS DENIZCILIK A.S.,BOREALIS DENIZCILIK A.S.,small
BORINKEN MARINE AGENCY INC,BORINKEN MARINE AGENCY INC,small
BORUSAN LOJISTIK DAGITIM DEPOLAMA TASIMACILIK VE TICARET AS,BORUSAN LOJISTIK DAGITIM DEPOLAMA TASIMACILIK VE TICARET AS,medium
BOSKALIS OFFSHORE HEAVY MARINE TRANSPORT BV,BOSKALIS OFFSHORE HEAVY MARINE TRANSPORT BV,small
BOYANG LTD,BOYANG LTD,micro
BOYER TOWING INC,BOYER TOWING INC,medium
BP SHIPPING LTD,BP SHIPPING LTD,medium
BRI ATLANTA INC,BRI ATLANTA INC,micro
BRIGHT STAR LOGISTICS INC,BRIGHT STAR LOGISTICS,micro
BRIGHT STAR LOGISTICS,BRIGHT STAR LOGISTICS,micro
BRIGHTEN FREIGHT INC,BRIGHTEN FREIGHT INC,micro
BRILLIANT GLOBE LOGISTICS INC,BRILLIANT GLOBE LOGISTICS INC,large
BRILLIANT GROUP LOGISTICS CORP,BRILLIANT GROUP LOGISTICS CORP,large
BRINGER LINES,BRINGER LINES,small
BRISK LOGISTICS INC,BRISK LOGISTICS INC,medium
BRITISH AMERICAN SHIPPING LLC,BRITISH AMERICAN SHIPPING LLC,medium
BROCHART KB,BROCHART KB,large
BROINTERMED LINES LTD,BROINTERMED LINES LTD,medium
BROOKS RANGE AVIATION,BROOKS RANGE AVIATION,medium
BRUZZONE SHIPPING INC,BRUZZONE SHIPPING INC,small
BRYGGEN SHIPPING & TRADING,BRYGGEN SHIPPING & TRADING,medium
BRYGGEN SHIPPING INTERNATIONAL AS,BRYGGEN SHIPPING & TRADING,medium
BTG PACTUAL COMMODITIES (SWITZERLAND) SA,BTG PACTUAL COMMODITIES (SWITZERLAND) SA,medium
